Genus,Species_name,Arctic.herb.subzone,northern.Arctic.dwarf.shrub.subzone,middle.Arctic.dwarf.shrub.subzone,southern.Arctic.dwarf.shrub.subzone,Arctic.shrub.subzone,Adjacent.non.Arctic..Boreal.or.Boreal.alpine..area,Species.occurring.in.the.Arctic,Arctic.endemic.species..A.E.,Borderline.species..bEN.,Species.occuring.as.stabilized.introduction.only,Species.occuring.as.native.and.non.native.stabilized,Species.occurring.as.non.native.stabilized.and.casual,Sspecies.occurring.as.native.and.non.native.stabilized.and.casual,Species.occurring.both.as.native.and.casual,PAF.code.number.of.genus
 Callitriche, C. anceps,No,No,R,S,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Callitriche, C. hamulata,No,No,No,R,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Callitriche, C. stagnalis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Boschniakia, Boschniakia rossica,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Castilleja, C. hyparctica,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Castilleja, C. septentrionalis,No,No,No,R,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Castilleja, C. lapponica,No,No,No,R,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Castilleja, C. pavlovii,No,No,No,R,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Castilleja, C. caudata,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Castilleja, C. annua,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Castilleja, C. yukonis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Castilleja, C. hyperborea,No,No,No,R,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Castilleja, C. pseudohyperborea,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Castilleja, C. rubra,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Castilleja, C. elegans,No,No,R,F,F,R,1,,NA,NA,NA,NA,NA,NA,NA
 Castilleja, C. raupii,No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Castilleja,a C. arctica ssp. arctica,No,No,No,R,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Castilleja,b C. arctica ssp. vorkutensis,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Melampyrum, M. sylvaticum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Melampyrum, M. pratense,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Euphrasia, E. wettsteinii,No,R,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Euphrasia, E. vinacea,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Euphrasia, E. mollis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Euphrasia, E. subarctica,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Euphrasia, E. disjuncta,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Euphrasia, E. stricta,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Euphrasia, E. arctica,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Euphrasia, E. frigida,No,No,No,X,X,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Euphrasia, E. hudsoniana,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Euphrasia, E. hyperborea,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Euphrasia, E. parviflora,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,1,NA
 Euphrasia, E. salisburgensis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Bartsia, B. alpina,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Rhinanthus, R. minor,No,No,No,R,F,F,1,,NA,NA,1,NA,NA,NA,NA
 Pedicularis, P. capitata,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. sceptrum�carolinum,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. tristis,No,No,No,No,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. dasyantha,No,R,F,F,F,R,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. alopecuroides,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. lanata,?,S,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. hirsuta,R,F,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. langsdorffii,?,S,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. flammea,No,R,F,F,F,R,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. oederi,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. albolabiata,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. novaiae�zemliae,No,R,F,F,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. arctoeuropaea,No,?,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. interior,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. pacifica,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. villosa,No,No,R,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. labradorica,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. compacta,No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. lapponica,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. adunca,No,No,No,No,*,R,1,,NA,1,NA,NA,NA,NA,NA
 Pedicularis,a P. palustris ssp. borealis,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis,b P. palustris ssp. karoi,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. parviflora,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. pennellii,No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. hyperborea,No,No,No,No,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. groenlandica,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. verticillata,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. amoena,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pedicularis, P. eriopoda,No,No,No,No,R,?,1,?,NA,NA,NA,NA,NA,NA,NA
 Pinguicula, P. vulgaris (ssp. vulgaris),No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pinguicula, P. alpina,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pinguicula, P. spathulata,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pinguicula, P. algida,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pinguicula, P. villosa,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Utricularia,a U. vulgaris ssp. vulgaris,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Utricularia,b U. vulgaris ssp. macrorhiza,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Utricularia, U. intermedia,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Utricularia, U. ochroleuca,No,No,No,R,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Utricularia, U. minor,No,No,No,R,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eritrichium, E. villosum,R,S,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eritrichium, E. aretioides,No,No,?,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Eritrichium, E. tschuktschorum,No,No,?,F,F,R,1,,NA,NA,NA,NA,NA,NA,NA
 Eritrichium,a E. sericeum ssp. sericeum,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Eritrichium,b E. sericeum ssp. arctisibiricum,No,No,R,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Eritrichium, E. splendens,No,No,No,R,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Cryptantha, C. sp.,No,No,No,No,R,?,1,?,NA,NA,NA,NA,NA,NA,NA
 Amsinckia, A. lycopsoides,No,No,No,No,*,*,1,,NA,1,NA,NA,NA,NA,NA
 Symphytum, S. asperum,No,No,No,No,*,*,1,,NA,NA,NA,1,NA,NA,NA
 Mertensia,a M. maritima ssp. maritima,No,No,No,No,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Mertensia,c M. maritima ssp. tenella,No,R,F,F,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Mertensia, M. drummondii,No,No,R,R,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Mertensia, M. paniculata (var. paniculata),No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Mertensia, M. eastwoodae,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Mertensia, M. pubescens,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Myosotis, M. scorpioides,No,No,No,No,S,F,1,,NA,NA,NA,NA,1,NA,NA
 Myosotis,a M. laxa ssp. cespitosa,No,No,No,No,R,F,1,,NA,1,NA,NA,NA,NA,NA
 Myosotis, M. decumbens (ssp. decumbens),No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Myosotis, M. pseudovariabilis,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Myosotis, M. arvensis,No,No,**,**,R,S,1,,NA,NA,NA,NA,1,NA,NA
 Myosotis,a M. alpestris ssp. asiatica,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Myosotis, M. stricta,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Asperugo, A. procumbens,No,No,No,*,*,F,1,,NA,NA,NA,1,NA,NA,NA
 Lappula, L. occidentalis,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Lappula, L. myosotis,No,No,**,No,*,*,1,,NA,NA,NA,1,NA,NA,NA
 Campanula, C. turczaninovii,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Campanula, C. lasiocarpa (ssp. lasiocarpa),No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Campanula, C. rotundifolia,No,No,R,F,F,F,1,,NA,NA,1,NA,NA,NA,NA
 Campanula,b C. rotundifolia ssp. langsdorffiana,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Campanula, C. uniflora,No,R,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Campanula, C. glomerata,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Campanula, C. aurita,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Lobelia, L. kalmii,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Menyanthes, M. trifoliata,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Solidago,a S. virgaurea ssp. virgaurea,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Solidago,b S. virgaurea ssp. lapponica,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Solidago, S. dahurica,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Solidago,a S. multiradiata ssp. multiradiata,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Solidago,b S. multiradiata ssp. arctica,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Solidago, S. simplex,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Solidago, S. macrophylla,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Solidago, S. uliginosa,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Solidago, S. lepida,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Euthamia, E. graminifolia,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Aster,a A. alpinus ssp. vierhapperi,No,No,?,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eurybia, E. sibirica,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eurybia, E. radula,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Symphyotrichum, S. pygmaeum,No,No,No,R,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Symphyotrichum, S. yukonense,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Symphyotrichum,a S. ericoides var. pansus,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Symphyotrichum, S. falcatum,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Symphyotrichum, S. spathulatum,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Symphyotrichum, S. lanceolatum,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Symphyotrichum, S. boreale,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Symphyotrichum, S. puniceum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Symphyotrichum, S. ciliolatum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Tripolium,a T. pannonicum ssp. tripolium,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. compositus,?,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. purpuratus,No,No,No,?,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. denalii,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. silenifolius,No,No,No,R,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. hyperboreus,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. koraginensis,No,No,S,S,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. porsildii,No,No,No,R,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. muirii,No,No,S,S,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. yukonensis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. humilis,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. uniflorus,No,No,No,No,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. eriocephalus,?,S,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. eriocalyx,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. alpiniformis,No,No,No,R,F,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. borealis,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron,a E. acris ssp. acris,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron,b E. acris ssp. politus,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron,c E. acris ssp. kamtschaticus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. lonchophyllus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. elatus,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. peregrinus (ssp. peregrinus),No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Erigeron,a E. glabellus ssp. pubescens,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. ochroleucus,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Erigeron, E. hyssopifolius,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria, A. villifera,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria, A. pulcherrima,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria, A. neglecta,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria, A. dioica,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria, A. microphylla,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria,a A. rosea ssp. rosea,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria,b A. rosea ssp. confinis,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Antennaria,c A. rosea ssp. pulvinata,No,No,?,S,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria,a A. media ssp. compacta,No,R,S,S,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria,b A. media ssp. fusca,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria,a A. alpina ssp. alpina,No,No,?,?,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria,b A. alpina ssp. canescens,No,No,?,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria,c A. alpina ssp. porsildii,No,No,R,S,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria,a A. friesiana ssp. friesiana,?,R,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria,b A. friesiana ssp. alaskana,No,No,No,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria,c A. friesiana ssp. neoalaskana,No,No,No,?,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria,a A. monocephala ssp. monocephala,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Antennaria,b A. monocephala ssp. angustata,No,No,?,S,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Gnaphalium, G. uliginosum,No,No,No,R,R,S,1,,NA,NA,NA,NA,NA,1,NA
 Omalotheca, O. sylvatica,No,No,No,No,R,F,1,,NA,NA,1,NA,NA,NA,NA
 Omalotheca, O. norvegica,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Omalotheca, O. supina,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Leontopodium, L. kurilense,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Arnica,a A. angustifolia ssp. angustifolia,No,?,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Arnica,b A. angustifolia ssp. tomentosa,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Arnica, A. lonchophylla (ssp. lonchophylla),No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Arnica,a A. griscomii ssp. frigida,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Arnica, A. unalaschkensis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Arnica, A. lessingii,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Arnica,a A. chamissonis ssp. chamissonis,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Arnica,b A. chamissonis ssp. foliosa,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Bidens, B. hyperborea,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Achillea,a A. millefolium ssp. millefolium,No,No,**,**,F,F,1,,NA,NA,NA,NA,1,NA,NA
 Achillea,b A. millefolium ssp. borealis,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Achillea,c A. millefolium ssp. lanulosa,No,No,No,No,R,F,1,,NA,NA,1,NA,NA,NA,NA
 Achillea, A. ptarmica,No,No,No,No,*,F,1,,NA,1,NA,NA,NA,NA,NA
 Achillea, A. salicifolia,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Achillea,a A. alpina ssp. camtschatica,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Achillea,b A. alpina ssp. multiflora,No,No,No,No,R,F,1,,NA,NA,1,NA,NA,NA,NA
 Tripleurospermum,a T. maritimum ssp. subpolare,No,No,No,No,S,F,1,,NA,NA,NA,NA,1,NA,NA
 Tripleurospermum,b T. maritimum ssp. phaeocephalum,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,1,NA
 Tripleurospermum, T. tetragonospermum,No,No,No,No,*,R,1,,NA,1,NA,NA,NA,NA,NA
 Tripleurospermum, T. inodorum,No,No,No,No,*,*,1,,NA,NA,NA,NA,NA,NA,NA
 Matricaria, M. recutita,No,No,No,No,*,*,1,,NA,NA,NA,1,NA,NA,NA
 Lepidotheca, L. suaveolens,No,No,No,No,*,*,1,,NA,1,NA,NA,NA,NA,NA
 Chrysanthemum, C. mongolicum,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Arctanthemum,a A. arcticum ssp. arcticum,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Arctanthemum,b A. arcticum ssp. polare,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Hulteniella, H. integrifolia,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Leucanthemum, L. vulgare,No,No,No,No,*,F,1,,NA,NA,NA,1,NA,NA,NA
 Tanacetum,a T. vulgare ssp. vulgare,No,No,No,No,*,F,1,,NA,NA,NA,1,NA,NA,NA
 Tanacetum,b T. vulgare ssp. boreale,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Tanacetum, T. bipinnatum,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Tanacetum, T. huronense,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. tanacetifolia,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. arctisibirica,No,No,No,R,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia,a A. norvegica var. uralensis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. subarctica,No,No,No,No,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia,a A. arctica ssp. arctica,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia,b A. arctica ssp. ehrendorferi,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia,c A. arctica ssp. beringensis,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. comata,No,No,R,F,S,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. furcata,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. globularia,No,No,No,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia,a A. globularia var. lutea,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. flava,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia,a A. gmelinii ssp. scheludjakoviae,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Artemisia, A. frigida,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. sericea,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. hyperborea,No,No,?,R,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia,a A. lagopus ssp. abbreviata,No,No,No,No,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia,b A. lagopus ssp. triniana,No,No,No,R,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. glomerata,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. senjavinensis,No,No,No,No,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Artemisia,a A. kruhsiana ssp. kruhsiana,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia,b A. krushiana ssp. alaskana,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia,c A. kruhsiana ssp. condensata,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. samojedorum,No,No,No,No,R,?,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. jacutica,No,No,No,*,No,S,1,,NA,1,NA,NA,NA,NA,NA
 Artemisia,a A. tilesii ssp. tilesii,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia,b A. tilesii ssp. elatior,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. vulgaris,No,No,No,No,*,S,1,,NA,NA,NA,1,NA,NA,NA
 Artemisia, A. leucophylla,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. dracunculus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia, A. canadensis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,1,NA
 Artemisia,a A. borealis ssp. borealis,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Artemisia,b A. borealis ssp. richardsoniana,No,No,R,S,S,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Tussilago, T. farfara,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Petasites, P. sagittatus,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Petasites, P. x vitifolius,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Petasites,a P. frigidus ssp. frigidus,No,?,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Petasites,b P. frigidus ssp. nivalis,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Petasites,c P. frigidus ssp. palmatus,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Petasites,d P. frigidus ssp. arcticus,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Petasites, P. radiatus,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Endocellion, E. glaciale,No,No,?,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Endocellion, E. sibiricum,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Parasenecio, P. hastatus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Senecio, S. vulgaris,No,No,No,No,*,S,1,,NA,NA,NA,1,NA,NA,NA
 Senecio, S. nemorensis (ssp. nemorensis),No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Senecio, S. pseudoarnica,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Senecio, S. lugens,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Senecio, S. ambraceus,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
