Genus,Species_name,Arctic.herb.subzone,northern.Arctic.dwarf.shrub.subzone,middle.Arctic.dwarf.shrub.subzone,southern.Arctic.dwarf.shrub.subzone,Arctic.shrub.subzone,Adjacent.non.Arctic..Boreal.or.Boreal.alpine..area,Species.occurring.in.the.Arctic,Arctic.endemic.species..A.E.,Borderline.species..bEN.,Species.occuring.as.stabilized.introduction.only,Species.occuring.as.native.and.non.native.stabilized,Species.occurring.as.non.native.stabilized.and.casual,Sspecies.occurring.as.native.and.non.native.stabilized.and.casual,Species.occurring.both.as.native.and.casual,PAF.code.number.of.genus
 Lycopodium,a L. annotinum ssp. annotinum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Lycopodium,b L. annotinum ssp. alpestre,No,No,R,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Lycopodium,a L. clavatum ssp. clavatum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Lycopodium,b L. clavatum ssp. monostachyon,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Lycopodium, L. dendroideum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Diphasiastrum,a D. complanatum ssp. complanatum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Diphasiastrum,b D. complanatum ssp. montellii,No,No,?,R,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Diphasiastrum, D. sitchense,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Diphasiastrum, D. alpinum,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Huperzia, H. selago,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Huperzia, H. appressa,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Huperzia, H. arctica,No,S,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Huperzia, H. haleakalae,No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Huperzia, H. miyoshiana,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Selaginella, S. selaginoides,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Selaginella, S. sibirica,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Selaginella, S. rupestris,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Isoetes, I. lacustris,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Isoetes, I. echinospora,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Isoetes, I. muricata,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Equisetum, E. fluviatile,No,No,No,?,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Equisetum, E. palustre,No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Equisetum, E. pratense,No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Equisetum, E. sylvaticum,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Equisetum,a E. arvense ssp. arvense,No,No,No,?,F,F,1,,NA,NA,NA,NA,NA,1,NA
 Equisetum,b E. arvense ssp. alpestre,R,F,F,F,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Equisetum,a E. hyemale ssp. hyemale,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Equisetum,b E. hyemale ssp. affine,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Equisetum, E. x trachyodon,No,No,No,?,X,X,1,,NA,NA,NA,NA,NA,NA,NA
 Equisetum,a E. variegatum ssp. variegatum,R,F,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Equisetum,b E. variegatum ssp. alaskanum,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Equisetum, E. scirpoides,No,No,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Botrychium, B. virginianum,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Botrychium, B. multifidum (ssp. multifidum),No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Botrychium, B. lanceolatum (ssp. lanceolatum),No,No,?,R,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Botrychium, B. boreale,No,No,R,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Botrychium, B. pinnatum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Botrychium, B. lunaria,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Botrychium, B. minganense,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Botrychium, B. simplex,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Ophioglossum, O. azoricum,No,No,No,R,No,R,1,,NA,NA,NA,NA,NA,NA,NA
 Cryptogramma, C. stelleri,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Cryptogramma, C. acrostichoides,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cryptogramma, C. sitchensis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cryptogramma, C. crispa,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Phegopteris, P. connectilis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Asplenium, A. viride,No,No,No,R,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Asplenium, A. septentrionale,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Matteuccia, M. struthiopteris (ssp. struthiopteris),No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Athyrium, A. filix�femina ssp. filix�femina,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Athyrium, A. filix�femina ssp. cyclosorum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Athyrium, A. filix�femina ssp. angustum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Athyrium, A. distentifolium ssp. distentifolium,No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Athyrium, A. distentifolium ssp. americanum,No,No,No,?,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Diplazium, D. sibiricum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Gymnocarpium, G. dryopteris,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Gymnocarpium, G. continentale,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cystopteris, C. fragilis,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cystopteris, C. alpina,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Cystopteris, C. montana,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Woodsia, W. ilvensis,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Woodsia, W. alpina,No,R,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Woodsia, W. glabella,No,R,F,F,F,R,1,,NA,NA,NA,NA,NA,NA,NA
 Dryopteris, D. expansa,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Dryopteris, D. carthusiana,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Dryopteris, D. marginalis,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Dryopteris, D. filix�mas,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Dryopteris, D. fragrans,No,R,F,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Polystichum, P. lonchitis,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Polypodium, P. sibiricum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Polypodium, P. vulgare,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Blechnum, B. spicant,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Abies, A. balsamea,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Picea,a P. abies ssp. abies,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Picea,b P. abies ssp. obovata,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Picea, P. glauca,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Picea, P. mariana,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Larix, L. sibirica,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Larix, L. dahurica,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Larix, L. cajanderi,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Larix, L. laricina,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pinus,a P. sylvestris ssp. lapponica,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pinus, P. sibirica,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Pinus, P. pumila,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juniperus,a J. communis ssp. communis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juniperus,b J. communis ssp. nana,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juniperus,c J. communis ssp. depressa,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juniperus, J. horizontalis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Nuphar, N. pumila,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Nuphar, N. polysepala,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Nuphar, N. variegata,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Nymphaea,a N. tetragona ssp. tetragona,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Nymphaea,b N. tetragona ssp. leibergii,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Calla, C. palustris,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Lemna, L. minor,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Lemna, L. turionifera,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Lemna, L. trisulca,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Tofieldia, T. pusilla,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Tofieldia, T. coccinea,No,No,R,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Triantha, T. glutinosa,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Butomus, B. umbellatus,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Alisma, A. plantago�aquatica,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Alisma, A. triviale,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Alisma, A. lanceolatum,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Sagittaria, S. cuneata,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Sagittaria, S. natans,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Scheuchzeria,a S. palustris ssp. americanus,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Triglochin, T. maritima,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Triglochin, T. palustris,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Ruppia, R. maritima,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Ruppia, R. cirrhosa,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Zostera, Z. angustifolia,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Potamogeton, P. natans,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Potamogeton, P. epihydrus,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Potamogeton, P. gramineus,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Potamogeton,a P. alpinus ssp. alpinus,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Potamogeton,b P. alpinus ssp. tenuifolius,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Potamogeton,a P. perfoliatus ssp. perfoliatus,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Potamogeton,b P. perfoliatus ssp. richardsonii,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Potamogeton, P. praelongus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Potamogeton, P. lucens,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Potamogeton, P. robbinsii,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Potamogeton, P. compressus ,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Potamogeton, P. zosteriformis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Potamogeton, P. foliosus (ssp. foliosus),No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Potamogeton, P. friesii,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Potamogeton, P. sibiricus,No,No,No,No,b,R,1,,1,NA,NA,NA,NA,NA,NA
 Potamogeton, P. subsibiricus,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Potamogeton, P. groenlandicus,No,No,No,No,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Potamogeton, P. pusillus,No,No,No,No,b,R,1,,1,NA,NA,NA,NA,NA,NA
 Potamogeton, P. berchtoldii,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stuckenia,a S. filiformis ssp. filiformis,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stuckenia,b S. filiformis ssp. borealis,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stuckenia,c S. filiformis ssp. occidentalis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stuckenia, S. pectinata,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stuckenia, S. vaginata,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Stuckenia, S. subretusa,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Zannichellia, Z. palustris,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Anticlea, A. elegans,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Anticlea, A. sibirica,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Veratrum,a V. lobelianum var. misae,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Veratrum, V. oxysepalum,No,No,No,No,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Veratrum,a V. viride ssp. eschscholtzii,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Paris, P. quadrifolia,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Gagea, G. fragifera,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Lloydia, L. serotina,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Fritillaria, F. camschatcensis,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Streptopus,a S. amplexifolius ssp. americanus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Streptopus, S. lanceolatus,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Cypripedium, C. guttatum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cypripedium,a C. parviflorum var. makasin,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Cypripedium, C. passerinum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Calypso,a C. bulbosa var. americana,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Corallorhiza, C. trifida,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Listera, L. borealis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Listera,a L. cordata var. cordata,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Listera,b L. cordata var. nephrophylla,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Listera, L. ovata,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Epipactis, E. atrorubens,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Spiranthes, S. romanzoffiana,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Goodyera, G. repens,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Chamorchis, C. alpina,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pseudorchis, P. albida,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Pseudorchis, P. straminea,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Limnorchis, L. dilatata,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Limnorchis, L. hyperborea,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Limnorchis, L. aquilonis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Limnorchis, L. huronensis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Lysiella, L. obtusata,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Lysiella, L. oligantha,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Gymnadenia, G. conopsea,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Amerorchis, A. rotundifolia,No,No,No,R,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Coeloglossum, C. viride,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Dactylorhiza, D. fuchsii,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Dactylorhiza, D. maculata,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Dactylorhiza, D. incarnata,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Dactylorhiza, D. lapponica,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Dactylorhiza, D. aristata,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Iris, I. setosa,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Sisyrinchium, S. mucronatum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Sisyrinchium, S. groenlandicum,No,No,No,No,R,No,1,1,NA,NA,NA,NA,NA,NA,NA
 Sisyrinchium, S. montanum,No,No,*,No,R,S,1,,NA,NA,1,NA,NA,NA,NA
 Allium, A. strictum,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Allium, A. schoenoprasum,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Maianthemum, M. bifolium,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Maianthemum, M. canadense,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Maianthemum, M. trifolium,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Maianthemum, M. stellatum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Sparganium, S. emersum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Sparganium, S. multipedunculatum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Sparganium, S. angustifolium,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Sparganium, S. gramineum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Sparganium, S. natans,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Sparganium, S. hyperboreum,No,No,No,R,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. biglumis,F,F,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. longirostris,No,No,No,No,R,?,1,?,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. triglumis,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. albescens,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus,a J. castaneus ssp. castaneus,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus,b J. castaneus ssp. leucochlamys,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus,a J. stygius ssp. americanus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. subtilis,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. articulatus,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. alpinoarticulatus,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. nodosus,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Juncus, J. bulbosus (ssp. bulbosus),No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. mertensianus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. ranarius,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. minutulus,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Juncus, J. bufonius,No,No,No,No,*,F,1,,NA,NA,NA,1,NA,NA,NA
 Juncus,a J. gerardii ssp. gerardii,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus,b J. gerardii ssp. atrofuscus,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. vaseyi,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. squarrosus,No,No,**,No,R,S,1,,NA,NA,NA,NA,NA,1,NA
 Juncus, J. trifidus,No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. tenuis,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Juncus, J. filiformis,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. brachyspathus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus,a J. arcticus ssp. arcticus,No,No,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus,b J. arcticus ssp. alaskanus,No,No,No,S,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. haenkei,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus,a J. balticus ssp. balticus,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus,b J. balticus ssp. littoralis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Juncus, J. drummondii,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula, L. pilosa,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula, L. rufescens,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula, L. luzuloides,No,No,No,No,*,*,1,,NA,1,NA,NA,NA,NA,NA
 Luzula,a L. parviflora ssp. parviflora,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula,b L. parviflora ssp. fastigiata,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula,c L. parviflora ssp. melanocarpa,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula, L. wahlenbergii,No,No,S,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula, L. piperi,No,No,No,No,b,F,1,,1,NA,NA,NA,NA,NA,NA
 Luzula, L. spicata (ssp. spicata),No,No,R,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula, L. confusa,F,F,F,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula,a L. arcuata ssp. arcuata,No,No,R,F,F,S,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula,b L. arcuata ssp. unalaschkensis,No,No,?,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula, L. nivalis,F,F,F,F,S,R,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula, L. kjellmaniana,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula,a L. multiflora ssp. multiflora,No,No,No,No,*,S,1,,NA,1,NA,NA,NA,NA,NA
 Luzula,b L. multiflora ssp. frigida,No,No,No,S,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula,c L. multiflora ssp. sibirica,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula, L. capitata,No,No,No,No,R,R,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula, L. groenlandica,No,No,No,S,S,S,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula, L. oligantha,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Luzula, L. pallescens,No,No,No,No,R,F,1,,NA,NA,1,NA,NA,NA,NA
 Luzula, L. sudetica,No,No,No,No,S,F,1,,NA,NA,NA,NA,NA,NA,NA
 Schoenoplectus, S. validus,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Schoenoplectus, S. pungens,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Bolboschoenus, B. planiculmis,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Blysmopsis, B. rufa,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Maximowicziella, M. japonica,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eriophorum, E. virginicum,No,No,No,No,b,S,1,,1,NA,NA,NA,NA,NA,NA
 Eriophorum, E. viridicarinatum,No,No,No,No,R,S,1,,NA,NA,NA,NA,NA,NA,NA
 Eriophorum,a E. gracile ssp. gracile,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eriophorum,b E. gracile ssp. asiaticum,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eriophorum, E. latifolium,No,No,No,No,R,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eriophorum,a E. angustifolium ssp. angustifolium,No,No,No,R,F,F,1,,NA,NA,NA,NA,NA,NA,NA
 Eriophorum,b E. angustifolium ssp. triste,No,R,F,F,R,?,1,?,NA,NA,NA,NA,NA,NA,NA
 Eriophorum, E. x sorenseni,No,No,S,S,?,?,1,?,NA,NA,NA,NA,NA,NA,NA
 Eriophorum,a E. scheuchzeri ssp. scheuchzeri,No,R,S,F,F,F,1,,NA,NA,NA,NA,NA,NA,NA
