"","SiteSubsitePlot","CoverChange","Duration"
"131","LORI:LORI3:LORI3_T3",-3.17988064791134,16
"132","LORI:LORI3:LORI3_T4",-2.4665811611752,16
"133","LORI:LORI3:LORI3_T5",-0.565479155252278,16
"134","LORI:LORI3:LORI3_T6",-4.23370025402201,16
"135","LORI:LORI3:LORI3_T7",-3.05535129808716,16
"136","LORI:LORI3:LORI3_T8",-2.56532300420168,16
"137","LORI:LORI3:LORI3_T9",-2.31866946451727,16
"138","LORI:LORI4:LORI4_T1",0.19890251992174,16
"139","LORI:LORI4:LORI4_T10",-1.68565449895373,16
"140","LORI:LORI4:LORI4_T11",-0.504670372085843,16
"141","LORI:LORI4:LORI4_T12",1.02526826447343,16
"142","LORI:LORI4:LORI4_T13",2.7176338040738,16
"143","LORI:LORI4:LORI4_T14",1.443137468319,16
"144","LORI:LORI4:LORI4_T15",-2.797862739919,16
"145","LORI:LORI4:LORI4_T16",-4.0406378600823,16
"146","LORI:LORI4:LORI4_T17",1.31495105138157,16
"147","LORI:LORI4:LORI4_T18",2.53405806514468,16
"148","LORI:LORI4:LORI4_T19",3.28985436767699,16
"149","LORI:LORI4:LORI4_T2",4.25349077181047,16
"150","LORI:LORI4:LORI4_T20",0.651804546519803,16
"151","LORI:LORI4:LORI4_T3",0.280562825143117,16
"152","LORI:LORI4:LORI4_T4",0.441772804158125,16
"153","LORI:LORI4:LORI4_T5",-0.299293098206141,16
"154","LORI:LORI4:LORI4_T6",0.242985125084517,16
"155","LORI:LORI4:LORI4_T7",2.02484698157135,16
"156","LORI:LORI4:LORI4_T8",1.83929672838939,16
"157","LORI:LORI4:LORI4_T9",3.17013044740375,16
"158","RIRI:RIRI2:RIRI2_T1",-2.59015178370017,16
"159","RIRI:RIRI2:RIRI2_T10",0.975267904570544,16
"160","RIRI:RIRI2:RIRI2_T11",-3.06452718278444,16
"161","RIRI:RIRI2:RIRI2_T12",1.0448144794673,16
"162","RIRI:RIRI2:RIRI2_T13",-1.23283216783217,16
"163","RIRI:RIRI2:RIRI2_T14",-3.2834164708469,16
"164","RIRI:RIRI2:RIRI2_T15",-2.88398262700711,16
"165","RIRI:RIRI2:RIRI2_T16",-3.67324561403509,16
"166","RIRI:RIRI2:RIRI2_T17",-3.71469927921541,16
"167","RIRI:RIRI2:RIRI2_T18",-2.20001534448366,16
"168","RIRI:RIRI2:RIRI2_T19",-3.95078118987147,16
"169","RIRI:RIRI2:RIRI2_T2",0.888376972903932,16
"170","RIRI:RIRI2:RIRI2_T20",-0.112118796093283,16
